Model,Temp,Language,Total,Compilable_before,Compilable_after,Compilable_before (%),Compilable_after (%)
gpt-4o-mini,1.0,Greek,1250,0,870,0.0,69.6
gpt-4o-mini,1.0,Hebrew,1250,0,873,0.0,69.84
gpt-4o-mini,1.0,Hungarian,1250,0,868,0.0,69.44
gpt-4o-mini,1.0,Indonesian,1250,0,865,0.0,69.19999999999999
gpt-4o-mini,1.0,Italian,1250,0,872,0.0,69.76
gpt-4o-mini,1.0,Malay,1250,0,877,0.0,70.16
gpt-4o-mini,1.0,Persian,1250,0,903,0.0,72.24000000000001
gpt-4o-mini,1.0,Portuguese,1250,0,889,0.0,71.12
gpt-4o-mini,1.0,Russian,1250,0,871,0.0,69.67999999999999
gpt-4o-mini,1.0,Spanish,1250,0,899,0.0,71.92
gpt-4o-mini,1.0,Tagalog,1250,0,899,0.0,71.92
gpt-4o-mini,1.0,Turkish,1250,0,922,0.0,73.76
gpt-4o-mini,1.0,Vietnamese,1250,0,904,0.0,72.32
starcoder2,0.0,Afrikaans,125,0,2,0.0,1.6
starcoder2,0.0,Arabic,125,0,10,0.0,8.0
starcoder2,0.0,Bulgarian,125,0,4,0.0,3.2
starcoder2,0.0,Chinese,125,0,1,0.0,0.8
starcoder2,0.0,Dutch,125,0,1,0.0,0.8
starcoder2,0.0,English,125,0,0,0.0,0.0
starcoder2,0.0,Estonian,125,0,4,0.0,3.2
starcoder2,0.0,Finnish,125,0,8,0.0,6.4
starcoder2,0.0,French,125,0,2,0.0,1.6
starcoder2,0.0,German,125,0,2,0.0,1.6
starcoder2,0.0,Greek,125,0,13,0.0,10.4
starcoder2,0.0,Hebrew,125,0,7,0.0,5.6000000000000005
starcoder2,0.0,Hungarian,125,0,14,0.0,11.200000000000001
starcoder2,0.0,Indonesian,125,0,1,0.0,0.8
starcoder2,0.0,Italian,125,0,1,0.0,0.8
starcoder2,0.0,Malay,125,0,2,0.0,1.6
starcoder2,0.0,Persian,125,0,23,0.0,18.4
starcoder2,0.0,Portuguese,125,0,2,0.0,1.6
starcoder2,0.0,Russian,125,0,2,0.0,1.6
starcoder2,0.0,Spanish,125,0,1,0.0,0.8
starcoder2,0.0,Tagalog,125,0,0,0.0,0.0
starcoder2,0.0,Turkish,125,0,3,0.0,2.4
starcoder2,0.0,Vietnamese,125,0,8,0.0,6.4
starcoder2,0.2,Afrikaans,1250,0,45,0.0,3.5999999999999996
starcoder2,0.2,Arabic,1250,0,191,0.0,15.28
starcoder2,0.2,Bulgarian,1250,0,132,0.0,10.56
starcoder2,0.2,Chinese,1250,0,40,0.0,3.2
starcoder2,0.2,Dutch,1250,0,63,0.0,5.04
starcoder2,0.2,English,1250,0,17,0.0,1.3599999999999999
starcoder2,0.2,Estonian,1250,0,102,0.0,8.16
starcoder2,0.2,Finnish,1250,0,130,0.0,10.4
starcoder2,0.2,French,1250,0,73,0.0,5.84
starcoder2,0.2,German,1250,0,115,0.0,9.2
starcoder2,0.2,Greek,1250,0,217,0.0,17.36
starcoder2,0.2,Hebrew,1250,0,121,0.0,9.68
starcoder2,0.2,Hungarian,1250,0,228,0.0,18.240000000000002
starcoder2,0.2,Indonesian,1250,0,65,0.0,5.2
starcoder2,0.2,Italian,1250,0,68,0.0,5.4399999999999995
starcoder2,0.2,Malay,1250,0,61,0.0,4.88
starcoder2,0.2,Persian,1250,0,265,0.0,21.2
starcoder2,0.2,Portuguese,1250,0,75,0.0,6.0
starcoder2,0.2,Russian,1250,0,80,0.0,6.4
starcoder2,0.2,Spanish,1250,0,85,0.0,6.800000000000001
starcoder2,0.2,Tagalog,1250,0,52,0.0,4.16
starcoder2,0.2,Turkish,1250,0,130,0.0,10.4
starcoder2,0.2,Vietnamese,1250,0,144,0.0,11.52
starcoder2,0.4,Afrikaans,1250,0,92,0.0,7.359999999999999
starcoder2,0.4,Arabic,1250,1,193,0.08,15.440000000000001
starcoder2,0.4,Bulgarian,1250,1,163,0.08,13.04
starcoder2,0.4,Chinese,1250,1,95,0.08,7.6
starcoder2,0.4,Dutch,1250,1,111,0.08,8.88
starcoder2,0.4,English,1250,0,57,0.0,4.5600000000000005
starcoder2,0.4,Estonian,1250,0,141,0.0,11.28
starcoder2,0.4,Finnish,1250,0,166,0.0,13.28
starcoder2,0.4,French,1250,0,124,0.0,9.92
starcoder2,0.4,German,1250,0,145,0.0,11.600000000000001
starcoder2,0.4,Greek,1250,2,207,0.16,16.56
starcoder2,0.4,Hebrew,1250,0,162,0.0,12.959999999999999
starcoder2,0.4,Hungarian,1250,0,202,0.0,16.16
starcoder2,0.4,Indonesian,1250,0,109,0.0,8.72
starcoder2,0.4,Italian,1250,0,139,0.0,11.12
starcoder2,0.4,Malay,1250,0,123,0.0,9.84
starcoder2,0.4,Persian,1250,0,251,0.0,20.080000000000002
starcoder2,0.4,Portuguese,1250,1,132,0.08,10.56
starcoder2,0.4,Russian,1250,0,125,0.0,10.0
starcoder2,0.4,Spanish,1250,0,118,0.0,9.44
starcoder2,0.4,Tagalog,1250,1,98,0.08,7.84
starcoder2,0.4,Turkish,1250,0,189,0.0,15.120000000000001
starcoder2,0.4,Vietnamese,1250,1,146,0.08,11.68
starcoder2,0.6,Afrikaans,1250,2,87,0.16,6.959999999999999
starcoder2,0.6,Arabic,1250,2,201,0.16,16.08
starcoder2,0.6,Bulgarian,1250,1,171,0.08,13.68
starcoder2,0.6,Chinese,1250,1,113,0.08,9.04
starcoder2,0.6,Dutch,1250,1,119,0.08,9.520000000000001
starcoder2,0.6,English,1250,1,72,0.08,5.76
starcoder2,0.6,Estonian,1250,1,121,0.08,9.68
starcoder2,0.6,Finnish,1250,0,158,0.0,12.64
starcoder2,0.6,French,1250,2,152,0.16,12.16
starcoder2,0.6,German,1250,2,133,0.16,10.639999999999999
starcoder2,0.6,Greek,1250,1,211,0.08,16.88
starcoder2,0.6,Hebrew,1250,1,166,0.08,13.28
starcoder2,0.6,Hungarian,1250,1,189,0.08,15.120000000000001
starcoder2,0.6,Indonesian,1250,0,115,0.0,9.2
starcoder2,0.6,Italian,1250,4,145,0.32,11.600000000000001
starcoder2,0.6,Malay,1250,1,136,0.08,10.879999999999999
starcoder2,0.6,Persian,1250,1,267,0.08,21.36
starcoder2,0.6,Portuguese,1250,3,149,0.24,11.92
starcoder2,0.6,Russian,1250,1,143,0.08,11.44
starcoder2,0.6,Spanish,1250,2,146,0.16,11.68
starcoder2,0.6,Tagalog,1250,1,128,0.08,10.24
starcoder2,0.6,Turkish,1250,1,190,0.08,15.2
starcoder2,0.6,Vietnamese,1250,0,159,0.0,12.72
starcoder2,0.8,Afrikaans,1250,1,109,0.08,8.72
starcoder2,0.8,Arabic,1250,1,180,0.08,14.399999999999999
starcoder2,0.8,Bulgarian,1250,3,129,0.24,10.32
starcoder2,0.8,Chinese,1250,0,108,0.0,8.64
starcoder2,0.8,Dutch,1250,3,115,0.24,9.2
starcoder2,0.8,English,1250,2,86,0.16,6.88
starcoder2,0.8,Estonian,1250,1,119,0.08,9.520000000000001
starcoder2,0.8,Finnish,1250,0,114,0.0,9.120000000000001
starcoder2,0.8,French,1250,1,145,0.08,11.600000000000001
starcoder2,0.8,German,1250,0,149,0.0,11.92
starcoder2,0.8,Greek,1250,2,173,0.16,13.84
starcoder2,0.8,Hebrew,1250,0,135,0.0,10.8
starcoder2,0.8,Hungarian,1250,2,160,0.16,12.8
starcoder2,0.8,Indonesian,1250,3,118,0.24,9.44
starcoder2,0.8,Italian,1250,1,140,0.08,11.200000000000001
starcoder2,0.8,Malay,1250,0,144,0.0,11.52
starcoder2,0.8,Persian,1250,1,203,0.08,16.24
starcoder2,0.8,Portuguese,1250,0,140,0.0,11.200000000000001
starcoder2,0.8,Russian,1250,2,123,0.16,9.84
starcoder2,0.8,Spanish,1250,2,128,0.16,10.24
starcoder2,0.8,Tagalog,1250,0,122,0.0,9.76
starcoder2,0.8,Turkish,1250,1,153,0.08,12.24
starcoder2,0.8,Vietnamese,1250,0,160,0.0,12.8
starcoder2,1.0,Afrikaans,1250,2,61,0.16,4.88
starcoder2,1.0,Arabic,1250,2,120,0.16,9.6
starcoder2,1.0,Bulgarian,1250,1,86,0.08,6.88
starcoder2,1.0,Chinese,1250,2,77,0.16,6.16
starcoder2,1.0,Dutch,1250,2,76,0.16,6.08
starcoder2,1.0,English,1250,3,62,0.24,4.96
starcoder2,1.0,Estonian,1250,3,93,0.24,7.4399999999999995
starcoder2,1.0,Finnish,1250,2,94,0.16,7.5200000000000005
starcoder2,1.0,French,1250,1,97,0.08,7.76
starcoder2,1.0,German,1250,3,93,0.24,7.4399999999999995
starcoder2,1.0,Greek,1250,2,101,0.16,8.08
starcoder2,1.0,Hebrew,1250,2,88,0.16,7.04
starcoder2,1.0,Hungarian,1250,2,109,0.16,8.72
starcoder2,1.0,Indonesian,1250,2,84,0.16,6.72
starcoder2,1.0,Italian,1250,3,97,0.24,7.76
starcoder2,1.0,Malay,1250,2,87,0.16,6.959999999999999
starcoder2,1.0,Persian,1250,0,130,0.0,10.4
starcoder2,1.0,Portuguese,1250,0,100,0.0,8.0
starcoder2,1.0,Russian,1250,0,76,0.0,6.08
starcoder2,1.0,Spanish,1250,1,101,0.08,8.08
starcoder2,1.0,Tagalog,1250,3,76,0.24,6.08
starcoder2,1.0,Turkish,1250,1,108,0.08,8.64
starcoder2,1.0,Vietnamese,1250,0,107,0.0,8.559999999999999
