Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
gpt-4o-mini,Bulgarian,0.4,7.06,11.18,92.65,86.76,7.35,12.94,92.65,86.76,7.35,13.24,92.65,86.76
gpt-4o-mini,Greek,0.4,6.36,9.7,92.42,87.88,6.97,10.91,92.42,87.88,7.58,12.12,92.42,87.88
gpt-4o-mini,French,0.4,7.83,12.17,91.3,86.96,8.55,12.9,91.3,86.96,8.7,13.04,91.3,86.96
gpt-4o-mini,English,0.6,7.53,12.73,90.91,85.71,8.57,13.77,90.91,85.71,9.09,14.29,90.91,85.71
gpt-4o-mini,Dutch,0.6,5.0,10.26,94.74,89.47,5.26,10.53,94.74,89.47,5.26,10.53,94.74,89.47
gpt-4o-mini,Spanish,0.6,6.23,10.39,93.51,88.31,7.27,11.95,92.21,87.01,7.79,12.99,92.21,87.01
gpt-4o-mini,Estonian,0.6,3.8,8.35,96.2,89.87,4.56,9.62,94.94,89.87,5.06,10.13,94.94,89.87
gpt-4o-mini,Chinese,0.6,6.05,11.32,94.74,89.47,7.24,12.5,92.11,86.84,7.89,13.16,92.11,86.84
gpt-4o-mini,Portuguese,0.6,5.28,9.44,93.06,87.5,6.67,12.78,93.06,86.11,6.94,13.89,93.06,86.11
gpt-4o-mini,Tagalog,0.6,7.3,12.7,91.89,86.49,9.59,15.0,89.19,83.78,10.81,16.22,89.19,83.78
gpt-4o-mini,Bulgarian,0.6,7.14,12.29,92.86,87.14,7.14,13.57,92.86,87.14,7.14,14.29,92.86,85.71
gpt-4o-mini,Arabic,0.6,6.3,10.41,93.15,87.67,6.85,12.19,93.15,87.67,6.85,12.33,93.15,87.67
gpt-4o-mini,Indonesian,0.6,6.49,10.54,93.24,89.19,6.76,10.81,93.24,89.19,6.76,10.81,93.24,89.19
gpt-4o-mini,Hungarian,0.6,6.29,10.0,92.86,87.14,7.0,12.0,92.86,87.14,7.14,12.86,92.86,87.14
gpt-4o-mini,French,0.6,8.11,12.7,90.54,85.14,8.92,14.19,90.54,85.14,9.46,14.86,90.54,85.14
gpt-4o-mini,Vietnamese,0.6,6.15,10.26,93.59,88.46,6.41,11.03,93.59,88.46,6.41,11.54,93.59,88.46
gpt-4o-mini,Italian,0.6,6.09,11.59,92.75,86.96,6.67,12.46,92.75,86.96,7.25,13.04,92.75,86.96
gpt-4o-mini,Malay,0.6,6.08,10.38,93.67,88.61,7.59,12.53,92.41,87.34,7.59,12.66,92.41,87.34
gpt-4o-mini,Hebrew,0.6,5.33,10.67,93.33,88.0,6.13,11.47,93.33,88.0,6.67,12.0,93.33,88.0
gpt-4o-mini,Afrikaans,0.6,6.43,10.71,91.67,86.9,7.38,12.14,91.67,86.9,8.33,13.1,91.67,86.9
gpt-4o-mini,Russian,0.6,6.27,9.55,92.54,88.06,7.46,11.34,92.54,88.06,7.46,11.94,92.54,88.06
gpt-4o-mini,Persian,0.6,6.27,8.66,92.54,89.55,6.87,9.85,92.54,89.55,7.46,10.45,92.54,89.55
gpt-4o-mini,Greek,0.6,5.71,9.71,94.29,88.57,5.71,10.86,94.29,88.57,5.71,11.43,94.29,88.57
gpt-4o-mini,German,0.6,5.59,9.41,92.65,88.24,6.76,11.18,92.65,88.24,7.35,11.76,92.65,88.24
gpt-4o-mini,Finnish,0.6,5.97,11.17,93.51,88.31,6.49,11.69,93.51,88.31,6.49,11.69,93.51,88.31
gpt-4o-mini,Turkish,0.6,6.93,10.13,93.33,89.33,7.47,11.73,92.0,88.0,8.0,13.33,92.0,86.67
gpt-4o-mini,English,0.8,6.41,11.54,93.59,88.46,7.56,12.69,92.31,87.18,7.69,12.82,92.31,87.18
gpt-4o-mini,Turkish,0.8,6.49,11.17,93.51,88.31,6.49,12.47,93.51,88.31,6.49,12.99,93.51,87.01
gpt-4o-mini,Finnish,0.8,5.71,11.17,94.81,89.61,6.36,12.34,93.51,88.31,6.49,12.99,93.51,87.01
gpt-4o-mini,Dutch,0.8,5.43,10.37,92.59,87.65,6.42,11.36,92.59,87.65,7.41,12.35,92.59,87.65
gpt-4o-mini,French,0.8,7.63,12.37,90.79,85.53,8.68,14.61,90.79,84.21,9.21,15.79,90.79,84.21
gpt-4o-mini,Vietnamese,0.8,5.19,10.12,93.83,88.89,5.68,10.62,93.83,88.89,6.17,11.11,93.83,88.89
gpt-4o-mini,Portuguese,0.8,5.79,10.53,94.74,89.47,6.45,11.71,94.74,89.47,6.58,11.84,93.42,88.16
gpt-4o-mini,Afrikaans,0.8,6.82,11.29,90.59,85.88,9.53,14.24,90.59,85.88,10.59,15.29,89.41,84.71
gpt-4o-mini,Estonian,0.8,3.13,7.95,97.59,91.57,4.34,9.16,96.39,91.57,4.82,9.64,95.18,90.36
gpt-4o-mini,Hebrew,0.8,5.33,10.13,93.33,88.0,6.93,12.27,92.0,86.67,8.0,13.33,92.0,86.67
gpt-4o-mini,German,0.8,5.88,9.71,94.12,88.24,5.88,11.18,94.12,88.24,5.88,11.76,94.12,88.24
gpt-4o-mini,Russian,0.8,6.38,10.14,94.2,88.41,8.12,13.19,91.3,85.51,8.7,14.49,91.3,85.51
gpt-4o-mini,Indonesian,0.8,6.41,10.77,93.59,88.46,6.41,11.41,93.59,88.46,6.41,11.54,93.59,88.46
gpt-4o-mini,Bulgarian,0.8,7.22,12.5,93.06,87.5,7.78,13.33,93.06,87.5,8.33,13.89,91.67,86.11
gpt-4o-mini,Chinese,0.8,6.15,11.28,92.31,87.18,7.18,12.31,92.31,87.18,7.69,12.82,92.31,87.18
gpt-4o-mini,Italian,0.8,5.68,11.08,94.59,89.19,6.22,11.62,93.24,87.84,6.76,12.16,93.24,87.84
gpt-4o-mini,Hungarian,0.8,6.86,10.86,92.86,87.14,8.0,13.43,91.43,85.71,8.57,14.29,91.43,85.71
gpt-4o-mini,Arabic,0.8,5.48,9.32,94.52,90.41,5.48,9.59,94.52,90.41,5.48,9.59,94.52,90.41
gpt-4o-mini,Tagalog,0.8,7.11,12.11,90.79,85.53,9.74,15.0,89.47,84.21,11.84,17.11,88.16,82.89
gpt-4o-mini,Malay,0.8,7.0,11.0,92.5,88.75,8.25,12.75,92.5,88.75,8.75,13.75,91.25,86.25
gpt-4o-mini,Spanish,0.8,6.75,11.95,93.51,88.31,7.66,12.86,92.21,87.01,7.79,12.99,92.21,87.01
gpt-4o-mini,Greek,0.8,5.07,10.42,94.37,88.73,5.63,11.27,94.37,88.73,5.63,11.27,94.37,88.73
gpt-4o-mini,Persian,0.8,6.76,10.42,91.55,85.92,8.59,13.52,90.14,84.51,9.86,15.49,90.14,84.51
gpt-4o-mini,English,1.0,5.95,10.71,92.86,88.1,6.67,11.43,92.86,88.1,7.14,11.9,92.86,88.1
gpt-4o-mini,Dutch,1.0,6.12,11.06,90.59,85.88,8.94,13.65,90.59,85.88,10.59,15.29,89.41,84.71
gpt-4o-mini,Spanish,1.0,7.0,11.5,92.5,87.5,8.5,13.5,91.25,86.25,10.0,15.0,90.0,85.0
gpt-4o-mini,Estonian,1.0,5.24,10.0,94.05,89.29,6.19,10.95,94.05,89.29,7.14,11.9,92.86,88.1
gpt-4o-mini,Chinese,1.0,6.59,11.46,91.46,86.59,8.05,12.93,91.46,86.59,8.54,13.41,91.46,86.59
gpt-4o-mini,Portuguese,1.0,5.5,11.0,92.5,86.25,6.5,12.62,92.5,86.25,7.5,13.75,92.5,86.25
gpt-4o-mini,Tagalog,1.0,5.9,11.28,92.31,85.9,8.59,14.49,89.74,83.33,10.26,16.67,89.74,83.33
gpt-4o-mini,Bulgarian,1.0,6.67,12.22,93.06,87.5,6.94,12.5,93.06,87.5,6.94,12.5,93.06,87.5
gpt-4o-mini,Arabic,1.0,7.18,11.28,92.31,87.18,9.1,14.1,91.03,85.9,10.26,15.38,89.74,84.62
gpt-4o-mini,Indonesian,1.0,5.93,10.37,93.83,88.89,6.17,11.11,93.83,88.89,6.17,11.11,93.83,88.89
gpt-4o-mini,Hungarian,1.0,7.3,11.89,91.89,86.49,8.11,13.51,91.89,86.49,8.11,13.51,91.89,86.49
gpt-4o-mini,French,1.0,7.18,12.31,92.31,87.18,8.46,14.36,91.03,84.62,8.97,15.38,91.03,84.62
gpt-4o-mini,Vietnamese,1.0,5.81,10.23,94.19,89.53,7.44,12.09,93.02,88.37,8.14,12.79,91.86,87.21
gpt-4o-mini,Italian,1.0,6.49,11.69,92.21,87.01,9.22,14.42,89.61,84.42,10.39,15.58,89.61,84.42
gpt-4o-mini,Malay,1.0,6.59,10.82,91.76,87.06,9.76,14.47,89.41,84.71,11.76,16.47,88.24,83.53
gpt-4o-mini,Hebrew,1.0,5.32,9.62,92.41,87.34,6.96,11.9,92.41,87.34,7.59,12.66,92.41,87.34
gpt-4o-mini,Afrikaans,1.0,8.33,13.1,91.67,86.9,9.76,14.52,90.48,85.71,10.71,15.48,89.29,84.52
gpt-4o-mini,Russian,1.0,6.76,12.68,94.37,87.32,7.89,14.79,91.55,84.51,8.45,15.49,91.55,84.51
gpt-4o-mini,Persian,1.0,5.6,8.8,94.67,89.33,6.13,11.2,94.67,89.33,6.67,12.0,93.33,88.0
gpt-4o-mini,Greek,1.0,5.95,11.08,89.19,83.78,8.65,14.05,89.19,83.78,10.81,16.22,89.19,83.78
gpt-4o-mini,German,1.0,5.6,9.87,94.67,89.33,6.13,11.33,94.67,89.33,6.67,12.0,93.33,88.0
gpt-4o-mini,Finnish,1.0,6.0,11.0,93.75,88.75,7.62,12.62,91.25,86.25,8.75,13.75,91.25,86.25
gpt-4o-mini,Turkish,1.0,6.75,11.75,93.75,86.25,8.12,14.62,92.5,85.0,8.75,16.25,91.25,83.75
qwen2.5,English,0.0,4.29,7.43,95.71,92.86,4.29,8.0,95.71,91.43,4.29,8.57,95.71,91.43
qwen2.5,Dutch,0.0,2.94,6.76,97.06,92.65,2.94,7.35,97.06,92.65,2.94,7.35,97.06,92.65
qwen2.5,Spanish,0.0,3.61,9.17,95.83,90.28,4.17,9.72,95.83,90.28,4.17,9.72,95.83,90.28
qwen2.5,Estonian,0.0,5.43,8.29,94.29,91.43,5.71,8.57,94.29,91.43,5.71,8.57,94.29,91.43
qwen2.5,Chinese,0.0,4.62,12.62,95.38,86.15,4.62,13.85,95.38,86.15,4.62,13.85,95.38,86.15
qwen2.5,Portuguese,0.0,4.55,10.3,95.45,89.39,4.55,10.61,95.45,89.39,4.55,10.61,95.45,89.39
qwen2.5,Tagalog,0.0,4.35,8.7,95.65,91.3,4.35,8.7,95.65,91.3,4.35,8.7,95.65,91.3
qwen2.5,Bulgarian,0.0,3.12,8.12,96.88,90.62,3.12,8.75,96.88,90.62,3.12,9.38,96.88,90.62
qwen2.5,Arabic,0.0,3.89,9.44,95.83,90.28,4.17,9.72,95.83,90.28,4.17,9.72,95.83,90.28
qwen2.5,Indonesian,0.0,5.63,10.99,94.37,90.14,5.63,11.27,94.37,88.73,5.63,11.27,94.37,88.73
qwen2.5,French,0.0,3.08,9.23,96.92,90.77,3.08,9.23,96.92,90.77,3.08,9.23,96.92,90.77
qwen2.5,Vietnamese,0.0,4.41,10.88,95.59,88.24,4.41,11.76,95.59,88.24,4.41,11.76,95.59,88.24
qwen2.5,Italian,0.0,2.99,9.25,97.01,91.04,2.99,11.19,97.01,91.04,2.99,11.94,97.01,88.06
qwen2.5,Malay,0.0,5.41,9.73,94.59,89.19,5.41,10.68,94.59,89.19,5.41,10.81,94.59,89.19
qwen2.5,Hebrew,0.0,4.93,8.41,95.65,92.75,5.65,9.86,94.2,89.86,5.8,10.14,94.2,89.86
qwen2.5,Russian,0.0,4.31,8.62,95.38,90.77,4.62,10.15,95.38,90.77,4.62,10.77,95.38,89.23
qwen2.5,Greek,0.0,2.94,8.82,97.06,91.18,2.94,8.82,97.06,91.18,2.94,8.82,97.06,91.18
qwen2.5,German,0.0,3.03,9.09,96.97,90.91,3.03,9.09,96.97,90.91,3.03,9.09,96.97,90.91
qwen2.5,Finnish,0.0,3.03,8.48,96.97,90.91,3.03,9.09,96.97,90.91,3.03,9.09,96.97,90.91
qwen2.5,Turkish,0.0,3.08,7.69,96.92,92.31,3.08,7.69,96.92,92.31,3.08,7.69,96.92,92.31
qwen2.5,Persian,0.0,5.0,8.67,95.0,91.67,5.0,9.33,95.0,90.0,5.0,10.0,95.0,90.0
qwen2.5,Afrikaans,0.0,3.78,6.49,95.95,93.24,5.14,7.84,94.59,91.89,5.41,8.11,94.59,91.89
qwen2.5,Hungarian,0.0,4.48,7.16,95.52,94.03,4.48,8.36,95.52,91.04,4.48,8.96,95.52,91.04
qwen2.5,English,0.2,5.9,10.26,93.59,89.74,8.59,13.59,92.31,87.18,10.26,15.38,89.74,84.62
qwen2.5,Dutch,0.2,3.85,7.69,93.59,89.74,5.38,11.15,93.59,88.46,6.41,12.82,93.59,87.18
qwen2.5,Spanish,0.2,4.16,9.35,94.81,88.31,5.84,12.21,93.51,87.01,6.49,12.99,93.51,87.01
qwen2.5,Estonian,0.2,4.16,8.57,96.1,92.21,5.19,10.65,94.81,89.61,5.19,11.69,94.81,88.31
qwen2.5,Chinese,0.2,4.29,10.57,95.71,90.0,4.29,11.29,95.71,88.57,4.29,11.43,95.71,88.57
qwen2.5,Portuguese,0.2,3.38,8.31,97.4,92.21,3.9,9.87,96.1,89.61,3.9,10.39,96.1,89.61
qwen2.5,Tagalog,0.2,4.0,6.67,96.0,93.33,4.0,6.67,96.0,93.33,4.0,6.67,96.0,93.33
qwen2.5,Bulgarian,0.2,3.06,7.22,95.83,90.28,3.61,9.72,95.83,88.89,4.17,11.11,95.83,88.89
qwen2.5,Arabic,0.2,2.67,8.8,97.33,92.0,2.67,10.13,97.33,90.67,2.67,10.67,97.33,89.33
qwen2.5,Indonesian,0.2,4.62,10.26,96.15,89.74,5.77,13.97,96.15,88.46,6.41,15.38,93.59,84.62
qwen2.5,Hungarian,0.2,4.47,7.37,93.42,89.47,5.92,10.53,93.42,89.47,6.58,11.84,93.42,88.16
qwen2.5,French,0.2,3.94,9.01,95.77,90.14,4.23,10.99,95.77,88.73,4.23,12.68,95.77,87.32
qwen2.5,Vietnamese,0.2,4.17,10.56,95.83,88.89,4.17,11.94,95.83,87.5,4.17,12.5,95.83,87.5
qwen2.5,Italian,0.2,2.6,8.83,97.4,90.91,2.6,9.87,97.4,89.61,2.6,10.39,97.4,89.61
qwen2.5,Malay,0.2,4.81,9.62,94.94,89.87,6.46,11.52,93.67,88.61,7.59,12.66,92.41,87.34
qwen2.5,Hebrew,0.2,4.75,8.0,95.0,92.5,6.0,10.75,93.75,88.75,6.25,11.25,93.75,88.75
qwen2.5,Afrikaans,0.2,5.06,7.85,94.94,91.14,6.2,10.25,93.67,88.61,6.33,11.39,93.67,88.61
qwen2.5,Russian,0.2,4.18,10.75,95.52,88.06,4.48,12.84,95.52,86.57,4.48,13.43,95.52,86.57
qwen2.5,Persian,0.2,5.8,12.75,94.2,86.96,7.25,17.1,92.75,84.06,7.25,18.84,92.75,81.16
qwen2.5,Greek,0.2,3.37,6.27,95.18,90.36,4.94,9.28,93.98,89.16,6.02,10.84,93.98,89.16
qwen2.5,German,0.2,3.33,8.97,96.15,89.74,4.49,11.54,94.87,87.18,5.13,12.82,94.87,87.18
qwen2.5,Finnish,0.2,4.59,8.92,93.24,87.84,6.08,11.35,93.24,87.84,6.76,12.16,93.24,87.84
qwen2.5,Turkish,0.2,3.89,7.78,95.83,91.67,4.17,8.33,95.83,91.67,4.17,8.33,95.83,91.67
qwen2.5,English,0.4,5.95,9.29,94.05,90.48,8.45,12.74,91.67,86.9,9.52,14.29,90.48,85.71
qwen2.5,Dutch,0.4,3.76,8.0,94.12,88.24,5.88,12.35,92.94,85.88,7.06,14.12,92.94,85.88
qwen2.5,Spanish,0.4,4.15,9.27,93.9,87.8,5.12,11.1,93.9,87.8,6.1,12.2,93.9,87.8
qwen2.5,Estonian,0.4,3.72,7.67,95.35,90.7,5.23,10.93,94.19,87.21,5.81,12.79,94.19,87.21
qwen2.5,Chinese,0.4,4.63,9.76,93.9,89.02,6.22,12.2,92.68,86.59,7.32,13.41,92.68,86.59
qwen2.5,Portuguese,0.4,3.5,8.75,93.75,88.75,5.12,12.37,93.75,86.25,6.25,13.75,93.75,86.25
qwen2.5,Tagalog,0.4,3.8,7.09,96.2,94.94,3.8,8.99,96.2,91.14,3.8,10.13,96.2,89.87
qwen2.5,Bulgarian,0.4,3.61,9.16,93.98,89.16,5.66,13.73,93.98,86.75,7.23,16.87,92.77,83.13
qwen2.5,Arabic,0.4,2.86,7.62,95.24,89.29,3.81,10.48,95.24,88.1,4.76,11.9,95.24,88.1
qwen2.5,Indonesian,0.4,6.1,11.95,93.9,87.8,8.54,17.32,90.24,81.71,9.76,19.51,90.24,80.49
qwen2.5,Hungarian,0.4,5.43,8.4,92.59,88.89,6.79,10.49,92.59,88.89,7.41,11.11,92.59,88.89
qwen2.5,French,0.4,3.5,7.25,96.25,91.25,5.5,11.12,93.75,88.75,6.25,12.5,93.75,87.5
qwen2.5,Vietnamese,0.4,5.37,10.98,90.24,84.15,8.41,15.49,90.24,82.93,10.98,18.29,89.02,81.71
qwen2.5,Italian,0.4,3.46,8.89,96.3,91.36,4.44,10.49,96.3,90.12,4.94,11.11,95.06,88.89
qwen2.5,Malay,0.4,5.24,9.52,92.86,89.29,7.5,12.98,91.67,85.71,8.33,14.29,91.67,85.71
qwen2.5,Hebrew,0.4,4.71,8.24,94.12,91.76,6.35,11.65,92.94,88.24,7.06,12.94,92.94,87.06
qwen2.5,Afrikaans,0.4,4.6,8.74,94.25,89.66,6.55,13.1,91.95,85.06,8.05,16.09,91.95,83.91
qwen2.5,Russian,0.4,4.11,9.86,97.26,90.41,5.34,13.01,94.52,87.67,5.48,13.7,94.52,86.3
qwen2.5,Persian,0.4,4.94,11.17,93.51,87.01,6.36,15.19,93.51,84.42,6.49,15.58,93.51,84.42
qwen2.5,Greek,0.4,4.42,7.44,94.19,89.53,6.4,11.86,93.02,86.05,6.98,13.95,93.02,86.05
qwen2.5,German,0.4,4.94,9.18,91.76,87.06,6.82,13.18,91.76,84.71,8.24,15.29,91.76,84.71
qwen2.5,Finnish,0.4,4.42,8.14,94.19,89.53,5.7,11.63,94.19,88.37,5.81,12.79,94.19,87.21
qwen2.5,Turkish,0.4,5.35,9.07,94.19,88.37,7.44,13.6,93.02,87.21,8.14,15.12,91.86,84.88
qwen2.5,English,0.6,5.0,8.18,90.91,88.64,8.52,12.95,88.64,84.09,11.36,15.91,88.64,84.09
qwen2.5,Dutch,0.6,3.86,7.5,94.32,89.77,6.7,12.61,92.05,85.23,9.09,15.91,90.91,84.09
qwen2.5,Spanish,0.6,5.43,8.91,92.39,88.04,9.24,14.46,89.13,84.78,10.87,16.3,89.13,83.7
qwen2.5,Estonian,0.6,3.78,7.33,93.33,90.0,6.89,11.89,92.22,87.78,8.89,13.33,91.11,86.67
qwen2.5,Chinese,0.6,4.72,9.21,93.26,87.64,7.75,13.26,91.01,85.39,10.11,15.73,89.89,84.27
qwen2.5,Portuguese,0.6,3.95,8.84,95.35,89.53,6.28,13.37,91.86,84.88,8.14,16.28,91.86,83.72
qwen2.5,Tagalog,0.6,3.95,7.67,95.35,90.7,5.93,11.51,93.02,87.21,6.98,12.79,93.02,87.21
qwen2.5,Bulgarian,0.6,3.64,8.64,95.45,92.05,4.55,11.25,95.45,89.77,4.55,11.36,95.45,88.64
qwen2.5,Arabic,0.6,4.0,8.44,94.44,88.89,6.89,12.78,91.11,85.56,8.89,14.44,91.11,85.56
qwen2.5,Indonesian,0.6,4.62,9.45,96.7,92.31,6.04,12.2,93.41,86.81,6.59,13.19,93.41,86.81
qwen2.5,Hungarian,0.6,4.35,7.61,94.57,91.3,6.63,11.74,92.39,86.96,7.61,13.04,92.39,86.96
qwen2.5,French,0.6,3.45,8.05,93.1,87.36,6.78,12.76,90.8,83.91,9.2,16.09,90.8,83.91
qwen2.5,Vietnamese,0.6,5.84,9.89,93.26,88.76,9.33,15.73,89.89,83.15,10.11,16.85,89.89,83.15
qwen2.5,Italian,0.6,3.72,7.44,94.19,88.37,6.86,12.56,90.7,86.05,9.3,15.12,90.7,84.88
qwen2.5,Malay,0.6,5.45,9.09,94.32,89.77,7.05,12.27,92.05,87.5,7.95,13.64,92.05,86.36
qwen2.5,Hebrew,0.6,5.33,10.0,91.11,84.44,9.0,15.78,90.0,82.22,11.11,18.89,88.89,81.11
qwen2.5,Afrikaans,0.6,4.95,9.25,94.62,90.32,9.14,14.95,90.32,84.95,11.83,18.28,88.17,81.72
qwen2.5,Russian,0.6,4.63,8.78,92.68,87.8,7.68,14.63,90.24,82.93,9.76,18.29,90.24,81.71
qwen2.5,Persian,0.6,5.88,10.59,94.12,89.41,8.35,15.29,90.59,83.53,9.41,16.47,90.59,83.53
qwen2.5,Greek,0.6,3.33,6.22,95.56,91.11,5.33,10.0,93.33,87.78,6.67,12.22,93.33,87.78
qwen2.5,German,0.6,4.37,6.9,93.1,90.8,7.01,10.69,91.95,88.51,8.05,12.64,91.95,87.36
qwen2.5,Finnish,0.6,4.73,8.6,95.7,90.32,6.56,12.37,93.55,87.1,7.53,13.98,92.47,86.02
qwen2.5,Turkish,0.6,4.94,8.47,92.94,89.41,8.24,13.18,89.41,85.88,10.59,16.47,89.41,83.53
qwen2.5,English,0.8,6.24,9.03,93.55,90.32,10.11,13.98,88.17,83.87,11.83,16.13,88.17,83.87
qwen2.5,Dutch,0.8,4.4,7.69,94.51,91.21,6.59,11.76,93.41,86.81,7.69,14.29,92.31,85.71
qwen2.5,Spanish,0.8,4.78,9.13,93.48,88.04,9.35,15.0,91.3,85.87,13.04,18.48,86.96,81.52
qwen2.5,Estonian,0.8,3.83,7.23,95.74,91.49,6.28,12.55,93.62,86.17,7.45,15.96,92.55,84.04
qwen2.5,Chinese,0.8,4.67,7.33,93.33,90.0,7.0,10.89,92.22,88.89,8.89,13.33,91.11,86.67
qwen2.5,Portuguese,0.8,4.67,9.11,96.67,91.11,7.67,14.11,92.22,85.56,8.89,15.56,91.11,84.44
qwen2.5,Tagalog,0.8,4.0,6.0,95.56,95.56,6.0,9.56,95.56,91.11,7.78,12.22,92.22,87.78
qwen2.5,Bulgarian,0.8,3.41,9.09,95.45,87.5,6.7,14.77,90.91,82.95,9.09,17.05,90.91,82.95
qwen2.5,Arabic,0.8,3.3,7.69,96.7,91.21,5.49,11.54,94.51,87.91,6.59,13.19,93.41,86.81
qwen2.5,Indonesian,0.8,4.35,8.04,96.74,93.48,6.52,12.39,93.48,86.96,8.7,15.22,91.3,84.78
qwen2.5,Hungarian,0.8,5.11,9.33,95.56,90.0,7.56,12.67,93.33,86.67,8.89,14.44,91.11,85.56
qwen2.5,French,0.8,3.78,8.44,96.67,92.22,6.67,12.44,91.11,86.67,8.89,15.56,91.11,84.44
qwen2.5,Vietnamese,0.8,4.3,8.82,92.47,87.1,6.77,13.12,91.4,84.95,8.6,15.05,91.4,84.95
qwen2.5,Italian,0.8,4.32,9.09,94.32,89.77,8.07,14.32,88.64,82.95,11.36,18.18,88.64,81.82
qwen2.5,Malay,0.8,4.57,7.83,95.65,92.39,6.3,10.87,95.65,90.22,7.61,13.04,92.39,86.96
qwen2.5,Hebrew,0.8,4.68,7.66,94.68,89.36,7.13,12.66,91.49,85.11,8.51,14.89,91.49,85.11
qwen2.5,Afrikaans,0.8,4.09,7.53,95.7,92.47,7.1,13.44,92.47,83.87,8.6,17.2,91.4,82.8
qwen2.5,Russian,0.8,3.95,8.84,95.35,90.7,7.21,14.07,91.86,84.88,9.3,16.28,90.7,83.72
qwen2.5,Persian,0.8,5.0,8.48,92.39,88.04,7.93,13.59,90.22,84.78,9.78,16.3,90.22,83.7
qwen2.5,Greek,0.8,4.22,6.89,95.56,92.22,5.78,10.0,93.33,88.89,6.67,11.11,93.33,88.89
qwen2.5,German,0.8,3.6,6.74,94.38,89.89,5.62,10.56,93.26,86.52,6.74,13.48,93.26,86.52
qwen2.5,Finnish,0.8,4.47,8.51,94.68,88.3,6.38,12.02,92.55,86.17,7.45,13.83,92.55,86.17
qwen2.5,Turkish,0.8,5.0,7.95,94.32,92.05,8.18,12.84,89.77,86.36,10.23,15.91,89.77,84.09
qwen2.5,English,1.0,2.37,5.81,97.85,93.55,4.09,9.03,95.7,90.32,5.38,10.75,94.62,89.25
qwen2.5,Dutch,1.0,2.11,5.26,98.95,94.74,4.21,8.32,95.79,91.58,5.26,9.47,94.74,90.53
qwen2.5,Spanish,1.0,2.17,5.87,95.65,93.48,4.02,8.37,94.57,91.3,5.43,9.78,94.57,90.22
qwen2.5,Estonian,1.0,1.89,4.21,97.89,94.74,2.74,6.74,96.84,91.58,3.16,8.42,96.84,91.58
qwen2.5,Chinese,1.0,3.08,7.69,95.6,90.11,4.62,10.99,94.51,86.81,5.49,13.19,94.51,86.81
qwen2.5,Portuguese,1.0,1.76,5.71,97.8,94.51,3.41,9.56,95.6,89.01,4.4,10.99,95.6,89.01
qwen2.5,Tagalog,1.0,1.96,5.0,97.83,93.48,3.48,8.26,96.74,91.3,4.35,9.78,95.65,90.22
qwen2.5,Bulgarian,1.0,1.51,5.81,98.92,92.47,2.69,9.35,96.77,89.25,3.23,10.75,96.77,89.25
qwen2.5,Arabic,1.0,1.67,5.0,97.92,94.79,3.85,8.85,95.83,90.62,5.21,11.46,94.79,88.54
qwen2.5,Indonesian,1.0,2.77,5.74,98.94,94.68,4.47,9.47,96.81,91.49,5.32,11.7,94.68,88.3
qwen2.5,Hungarian,1.0,1.89,5.05,97.89,92.63,2.74,7.37,97.89,91.58,3.16,8.42,96.84,91.58
qwen2.5,French,1.0,2.17,5.0,95.65,92.39,4.67,8.59,94.57,91.3,6.52,10.87,93.48,89.13
qwen2.5,Vietnamese,1.0,2.74,5.89,96.84,93.68,3.16,8.53,96.84,91.58,3.16,9.47,96.84,90.53
qwen2.5,Italian,1.0,1.96,5.43,97.83,95.65,4.02,9.57,94.57,89.13,5.43,11.96,94.57,88.04
qwen2.5,Malay,1.0,3.48,7.17,97.83,94.57,5.43,10.33,95.65,91.3,6.52,11.96,93.48,88.04
qwen2.5,Hebrew,1.0,2.13,4.89,96.81,94.68,3.19,7.77,96.81,92.55,3.19,8.51,96.81,91.49
qwen2.5,Afrikaans,1.0,2.39,4.78,98.91,96.74,4.67,8.59,94.57,90.22,6.52,10.87,93.48,89.13
qwen2.5,Russian,1.0,2.0,5.11,97.78,94.44,3.89,8.56,96.67,91.11,4.44,8.89,95.56,91.11
qwen2.5,Persian,1.0,3.11,6.67,97.78,93.33,5.67,10.89,94.44,88.89,6.67,12.22,93.33,87.78
qwen2.5,Greek,1.0,1.88,3.33,98.96,95.83,3.23,5.52,96.88,93.75,4.17,7.29,95.83,92.71
qwen2.5,German,1.0,2.11,4.63,97.89,95.79,4.84,7.89,95.79,92.63,6.32,9.47,93.68,90.53
qwen2.5,Finnish,1.0,1.88,5.0,97.92,94.79,3.85,9.17,96.88,91.67,5.21,11.46,94.79,88.54
qwen2.5,Turkish,1.0,2.37,5.16,98.92,95.7,3.76,8.6,96.77,92.47,4.3,9.68,95.7,90.32
starcoder2,English,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Finnish,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Arabic,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
starcoder2,Bulgarian,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
