Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
gpt-4o-mini,Hebrew,0.4,42.64,68.57,58.24,30.77,43.52,70.44,57.14,28.57,43.96,71.43,56.04,28.57
gpt-4o-mini,Hungarian,0.4,43.86,67.05,57.95,31.82,45.34,68.98,54.55,29.55,45.45,70.45,54.55,29.55
gpt-4o-mini,English,0.6,51.52,75.43,48.91,25.0,52.72,76.96,47.83,22.83,53.26,77.17,46.74,22.83
gpt-4o-mini,Arabic,0.6,47.64,70.11,50.56,29.21,49.44,72.13,50.56,29.21,49.44,73.03,50.56,26.97
gpt-4o-mini,Russian,0.6,44.44,68.89,54.44,28.89,45.78,72.56,54.44,25.56,46.67,74.44,53.33,25.56
gpt-4o-mini,French,0.6,47.91,70.77,52.75,27.47,49.23,73.63,50.55,26.37,49.45,74.73,50.55,25.27
gpt-4o-mini,Afrikaans,0.6,48.99,73.48,51.69,24.72,51.24,75.84,48.31,23.6,51.69,76.4,48.31,23.6
gpt-4o-mini,Portuguese,0.6,46.09,68.91,54.35,27.17,47.93,72.39,51.09,26.09,48.91,73.91,51.09,26.09
gpt-4o-mini,Persian,0.6,46.74,69.07,53.49,32.56,50.0,72.44,50.0,27.91,51.16,73.26,48.84,26.74
gpt-4o-mini,Finnish,0.6,44.84,74.29,54.95,25.27,46.59,75.82,52.75,24.18,47.25,75.82,52.75,24.18
gpt-4o-mini,Tagalog,0.6,50.0,72.89,50.0,24.44,52.0,75.11,46.67,24.44,53.33,75.56,46.67,24.44
gpt-4o-mini,Estonian,0.6,42.8,70.11,54.84,30.11,44.95,73.23,53.76,25.81,46.24,74.19,53.76,25.81
gpt-4o-mini,Chinese,0.6,45.33,71.78,54.44,28.89,46.56,74.89,53.33,25.56,46.67,75.56,53.33,24.44
gpt-4o-mini,Dutch,0.6,48.76,74.83,50.56,25.84,49.44,76.97,50.56,22.47,49.44,77.53,50.56,22.47
gpt-4o-mini,Vietnamese,0.6,46.74,71.96,53.26,28.26,49.02,74.78,50.0,23.91,50.0,76.09,50.0,23.91
gpt-4o-mini,German,0.6,45.65,68.48,53.26,28.26,46.63,71.63,53.26,27.17,46.74,72.83,53.26,27.17
gpt-4o-mini,Malay,0.6,43.52,69.45,57.14,29.67,44.95,73.19,54.95,27.47,45.05,74.73,54.95,25.27
gpt-4o-mini,Bulgarian,0.6,46.36,67.95,51.14,29.55,47.95,70.57,51.14,28.41,48.86,71.59,51.14,28.41
gpt-4o-mini,Turkish,0.6,47.78,70.67,52.22,31.11,49.44,74.89,50.0,25.56,50.0,76.67,50.0,23.33
gpt-4o-mini,Indonesian,0.6,45.71,70.55,53.85,28.57,48.68,74.84,50.55,24.18,49.45,75.82,50.55,24.18
gpt-4o-mini,Italian,0.6,46.96,70.43,55.43,29.35,49.13,72.93,50.0,26.09,50.0,73.91,50.0,26.09
gpt-4o-mini,Spanish,0.6,47.39,70.65,54.35,29.35,49.13,73.37,51.09,26.09,50.0,73.91,50.0,26.09
gpt-4o-mini,Greek,0.6,48.51,70.57,51.72,28.74,50.69,72.76,49.43,27.59,51.72,73.56,48.28,26.44
gpt-4o-mini,Hebrew,0.6,45.17,70.79,56.18,30.34,48.88,72.47,52.81,28.09,51.69,73.03,48.31,26.97
gpt-4o-mini,Hungarian,0.6,45.52,68.97,52.87,27.59,47.59,71.95,51.72,26.44,48.28,73.56,51.72,26.44
gpt-4o-mini,English,0.8,49.15,72.55,52.13,28.72,51.17,75.96,47.87,25.53,52.13,76.6,47.87,23.4
gpt-4o-mini,Arabic,0.8,46.0,68.89,54.44,32.22,48.67,72.33,51.11,27.78,48.89,73.33,51.11,26.67
gpt-4o-mini,Russian,0.8,45.17,70.11,55.06,29.21,47.64,73.71,50.56,26.97,49.44,75.28,50.56,24.72
gpt-4o-mini,French,0.8,47.1,67.74,53.76,34.41,48.92,70.54,51.61,30.11,49.46,72.04,50.54,27.96
gpt-4o-mini,Afrikaans,0.8,48.57,71.43,50.55,27.47,50.11,74.73,49.45,25.27,50.55,75.82,49.45,24.18
gpt-4o-mini,Portuguese,0.8,47.17,70.0,53.26,31.52,49.35,74.02,50.0,26.09,50.0,75.0,50.0,25.0
gpt-4o-mini,Persian,0.8,46.07,66.97,51.69,31.46,49.44,70.79,50.56,30.34,50.56,71.91,49.44,28.09
gpt-4o-mini,Finnish,0.8,43.91,73.04,56.52,27.17,47.28,74.78,54.35,25.0,48.91,75.0,51.09,25.0
gpt-4o-mini,Tagalog,0.8,49.35,71.3,50.0,26.09,51.52,75.0,47.83,25.0,52.17,76.09,47.83,23.91
gpt-4o-mini,Estonian,0.8,43.87,70.54,54.84,25.81,46.34,74.09,53.76,25.81,47.31,75.27,52.69,24.73
gpt-4o-mini,Chinese,0.8,44.84,70.77,57.14,30.77,46.37,73.74,53.85,25.27,47.25,74.73,52.75,25.27
gpt-4o-mini,Dutch,0.8,47.91,70.99,51.65,30.77,50.0,73.41,49.45,27.47,50.55,74.73,49.45,25.27
gpt-4o-mini,Vietnamese,0.8,47.39,73.04,51.09,25.0,49.13,75.54,50.0,23.91,50.0,76.09,50.0,23.91
gpt-4o-mini,German,0.8,45.43,69.35,54.35,30.43,47.39,72.28,53.26,28.26,47.83,72.83,52.17,27.17
gpt-4o-mini,Malay,0.8,43.48,70.87,56.52,27.17,44.57,74.35,55.43,25.0,44.57,75.0,55.43,25.0
gpt-4o-mini,Bulgarian,0.8,46.44,67.78,51.11,31.11,49.33,69.56,48.89,30.0,51.11,70.0,48.89,30.0
gpt-4o-mini,Turkish,0.8,48.0,71.11,51.11,27.78,50.56,72.89,50.0,26.67,51.11,73.33,48.89,26.67
gpt-4o-mini,Indonesian,0.8,45.59,67.74,54.84,31.18,47.96,71.72,52.69,27.96,48.39,73.12,51.61,26.88
gpt-4o-mini,Italian,0.8,44.73,68.82,52.69,30.11,47.85,71.61,50.54,29.03,49.46,73.12,50.54,26.88
gpt-4o-mini,Spanish,0.8,45.87,70.65,56.52,31.52,48.26,73.37,51.09,27.17,48.91,73.91,51.09,26.09
gpt-4o-mini,Greek,0.8,48.18,70.68,52.27,29.55,50.0,73.64,50.0,28.41,50.0,75.0,50.0,25.0
gpt-4o-mini,Hebrew,0.8,43.33,69.33,56.67,28.89,45.67,72.56,54.44,26.67,46.67,74.44,53.33,25.56
gpt-4o-mini,Hungarian,0.8,42.42,65.71,56.04,34.07,45.38,69.56,54.95,30.77,47.25,70.33,52.75,29.67
gpt-4o-mini,English,1.0,49.15,70.43,51.06,30.85,51.6,75.0,48.94,24.47,52.13,76.6,47.87,23.4
gpt-4o-mini,Arabic,1.0,47.19,69.21,52.81,30.34,49.33,72.58,50.56,28.09,49.44,74.16,50.56,25.84
gpt-4o-mini,Russian,1.0,47.91,69.45,50.55,30.77,51.21,73.96,49.45,27.47,52.75,74.73,47.25,25.27
gpt-4o-mini,French,1.0,47.39,70.0,54.35,29.35,50.11,73.7,50.0,26.09,51.09,75.0,48.91,25.0
gpt-4o-mini,Afrikaans,1.0,47.69,72.53,52.75,27.47,50.99,76.04,49.45,23.08,51.65,76.92,48.35,23.08
gpt-4o-mini,Portuguese,1.0,48.35,68.79,51.65,31.87,50.11,71.54,49.45,28.57,50.55,72.53,49.45,27.47
gpt-4o-mini,Persian,1.0,47.05,67.73,54.55,30.68,50.0,70.8,48.86,28.41,51.14,72.73,48.86,27.27
gpt-4o-mini,Finnish,1.0,43.48,71.96,55.43,28.26,48.37,75.33,51.09,23.91,50.0,76.09,50.0,23.91
gpt-4o-mini,Tagalog,1.0,49.33,71.11,51.11,27.78,52.78,74.78,46.67,24.44,53.33,76.67,46.67,23.33
gpt-4o-mini,Estonian,1.0,42.98,69.15,58.51,34.04,45.53,72.34,55.32,28.72,46.81,73.4,53.19,26.6
gpt-4o-mini,Chinese,1.0,45.05,70.55,54.95,28.57,46.7,73.08,53.85,26.37,47.25,73.63,52.75,26.37
gpt-4o-mini,Dutch,1.0,47.03,70.99,52.75,29.67,48.35,73.52,51.65,26.37,48.35,73.63,51.65,26.37
gpt-4o-mini,Vietnamese,1.0,45.96,70.43,55.32,27.66,48.3,73.19,51.06,26.6,48.94,73.4,51.06,26.6
gpt-4o-mini,German,1.0,44.73,67.31,53.76,29.03,46.77,72.26,52.69,26.88,47.31,74.19,52.69,25.81
gpt-4o-mini,Malay,1.0,45.43,70.0,55.43,31.52,46.96,73.91,53.26,27.17,47.83,75.0,52.17,25.0
gpt-4o-mini,Bulgarian,1.0,46.22,68.44,54.44,26.67,49.22,73.11,50.0,25.56,50.0,75.56,50.0,24.44
gpt-4o-mini,Turkish,1.0,46.81,70.77,54.95,32.97,49.23,74.73,50.55,25.27,49.45,75.82,50.55,24.18
gpt-4o-mini,Indonesian,1.0,45.65,68.91,52.17,28.26,48.26,73.15,52.17,26.09,48.91,75.0,51.09,25.0
gpt-4o-mini,Italian,1.0,46.96,70.87,53.26,29.35,48.7,74.24,51.09,25.0,48.91,75.0,51.09,25.0
gpt-4o-mini,Spanish,1.0,46.67,69.89,54.84,32.26,49.14,73.55,50.54,25.81,49.46,74.19,50.54,25.81
gpt-4o-mini,Greek,1.0,46.97,69.66,53.93,30.34,49.89,73.03,49.44,25.84,50.56,74.16,49.44,25.84
gpt-4o-mini,Hebrew,1.0,43.96,67.47,54.95,34.07,47.14,71.1,52.75,29.67,49.45,72.53,50.55,27.47
gpt-4o-mini,Hungarian,1.0,43.78,67.11,55.56,34.44,46.67,71.11,52.22,27.78,47.78,72.22,52.22,27.78
qwen2.5,Turkish,0.0,7.0,11.5,65.0,42.5,21.0,34.5,65.0,42.5,35.0,57.5,65.0,42.5
qwen2.5,German,0.0,5.9,10.26,70.51,48.72,17.69,30.77,70.51,48.72,29.49,51.28,70.51,48.72
qwen2.5,Chinese,0.0,6.59,11.29,67.06,43.53,19.76,33.88,67.06,43.53,32.94,56.47,67.06,43.53
qwen2.5,Hebrew,0.0,9.32,13.64,53.41,31.82,27.95,40.91,53.41,31.82,46.59,68.18,53.41,31.82
qwen2.5,Finnish,0.0,7.03,11.62,64.86,41.89,21.08,34.86,64.86,41.89,35.14,58.11,64.86,41.89
qwen2.5,Afrikaans,0.0,6.59,10.73,67.07,46.34,19.76,32.2,67.07,46.34,32.93,53.66,67.07,46.34
qwen2.5,Tagalog,0.0,6.05,11.58,69.74,42.11,18.16,34.74,69.74,42.11,30.26,57.89,69.74,42.11
qwen2.5,Bulgarian,0.0,7.73,10.93,61.33,45.33,23.2,32.8,61.33,45.33,38.67,54.67,61.33,45.33
qwen2.5,French,0.0,8.57,11.43,57.14,42.86,25.71,34.29,57.14,42.86,42.86,57.14,57.14,42.86
qwen2.5,Russian,0.0,7.32,10.98,63.41,45.12,21.95,32.93,63.41,45.12,36.59,54.88,63.41,45.12
qwen2.5,Estonian,0.0,6.58,10.26,67.11,48.68,19.74,30.79,67.11,48.68,32.89,51.32,67.11,48.68
qwen2.5,Spanish,0.0,7.29,11.53,63.53,42.35,21.88,34.59,63.53,42.35,36.47,57.65,63.53,42.35
qwen2.5,Greek,0.0,7.4,10.68,63.01,46.58,22.19,32.05,63.01,46.58,36.99,53.42,63.01,46.58
qwen2.5,Malay,0.0,6.93,11.73,65.33,41.33,20.8,35.2,65.33,41.33,34.67,58.67,65.33,41.33
qwen2.5,Persian,0.0,8.1,11.9,59.49,40.51,24.3,35.7,59.49,40.51,40.51,59.49,59.49,40.51
qwen2.5,Hungarian,0.0,7.89,11.55,60.56,42.25,23.66,34.65,60.56,42.25,39.44,57.75,60.56,42.25
qwen2.5,Indonesian,0.0,6.41,11.03,67.95,44.87,19.23,33.08,67.95,44.87,32.05,55.13,67.95,44.87
qwen2.5,Vietnamese,0.0,7.34,10.63,63.29,46.84,22.03,31.9,63.29,46.84,36.71,53.16,63.29,46.84
qwen2.5,Italian,0.0,7.27,10.91,63.64,45.45,21.82,32.73,63.64,45.45,36.36,54.55,63.64,45.45
qwen2.5,Arabic,0.0,7.8,11.95,60.98,40.24,23.41,35.85,60.98,40.24,39.02,59.76,60.98,40.24
qwen2.5,Dutch,0.0,7.06,11.06,64.71,44.71,21.18,33.18,64.71,44.71,35.29,55.29,64.71,44.71
qwen2.5,Portuguese,0.0,8.05,11.72,59.77,41.38,24.14,35.17,59.77,41.38,40.23,58.62,59.77,41.38
qwen2.5,English,0.0,5.62,8.44,71.88,57.81,16.88,25.31,71.88,57.81,28.12,42.19,71.88,57.81
qwen2.5,English,0.2,26.21,40.69,73.56,57.47,34.94,52.18,64.37,45.98,40.23,58.62,59.77,41.38
qwen2.5,Turkish,0.2,33.26,54.13,61.96,40.22,38.48,61.85,59.78,36.96,41.3,65.22,58.7,34.78
qwen2.5,German,0.2,31.65,51.87,61.54,39.56,41.1,62.42,54.95,32.97,46.15,68.13,53.85,31.87
qwen2.5,Chinese,0.2,32.84,51.58,61.05,43.16,41.47,60.95,56.84,36.84,44.21,63.16,55.79,36.84
qwen2.5,Hebrew,0.2,43.4,63.19,54.26,36.17,48.62,66.6,51.06,34.04,50.0,67.02,50.0,32.98
qwen2.5,Finnish,0.2,35.16,53.41,58.24,37.36,45.6,64.18,51.65,32.97,48.35,67.03,51.65,32.97
qwen2.5,Afrikaans,0.2,33.33,52.69,63.44,43.01,39.25,60.97,60.22,36.56,40.86,63.44,59.14,36.56
qwen2.5,Tagalog,0.2,30.65,52.61,63.04,40.22,40.11,60.11,56.52,36.96,44.57,63.04,55.43,36.96
qwen2.5,Bulgarian,0.2,36.56,52.69,60.22,40.86,42.47,58.92,55.91,38.71,45.16,62.37,54.84,37.63
qwen2.5,French,0.2,36.77,53.55,63.44,46.24,43.01,61.61,56.99,38.71,45.16,65.59,54.84,34.41
qwen2.5,Russian,0.2,39.16,56.21,55.79,40.0,45.68,62.95,53.68,37.89,48.42,65.26,51.58,34.74
qwen2.5,Estonian,0.2,31.4,48.6,64.52,45.16,40.32,59.14,58.06,36.56,44.09,64.52,55.91,35.48
qwen2.5,Spanish,0.2,38.51,56.81,57.45,38.3,45.85,65.96,51.06,31.91,48.94,69.15,51.06,30.85
qwen2.5,Greek,0.2,33.48,50.34,61.8,42.7,40.45,60.34,59.55,35.96,43.82,64.04,56.18,35.96
qwen2.5,Malay,0.2,34.0,55.78,67.78,44.44,41.78,64.22,58.89,34.44,44.44,65.56,55.56,34.44
qwen2.5,Persian,0.2,36.56,55.48,60.22,39.78,44.95,63.01,52.69,34.41,48.39,65.59,51.61,34.41
qwen2.5,Hungarian,0.2,33.26,50.65,63.04,40.22,36.96,58.91,60.87,38.04,39.13,63.04,60.87,36.96
qwen2.5,Indonesian,0.2,34.19,52.69,62.37,44.09,42.15,62.69,55.91,35.48,45.16,66.67,54.84,33.33
qwen2.5,Vietnamese,0.2,34.07,52.75,61.54,40.66,43.3,64.73,54.95,32.97,46.15,68.13,53.85,31.87
qwen2.5,Italian,0.2,32.26,49.68,61.29,43.01,42.58,60.97,55.91,36.56,46.24,65.59,53.76,34.41
qwen2.5,Arabic,0.2,34.58,55.42,65.62,39.58,39.27,62.5,59.38,35.42,40.62,64.58,59.38,35.42
qwen2.5,Dutch,0.2,33.41,52.09,69.23,47.25,37.69,57.25,62.64,41.76,39.56,59.34,60.44,40.66
qwen2.5,Portuguese,0.2,37.2,55.27,59.14,41.94,44.19,63.33,54.84,36.56,46.24,66.67,53.76,33.33
qwen2.5,English,0.4,27.79,44.0,69.47,53.68,39.58,61.26,56.84,35.79,44.21,68.42,55.79,31.58
qwen2.5,Turkish,0.4,30.31,50.93,65.98,43.3,39.28,63.3,57.73,32.99,42.27,67.01,57.73,32.99
qwen2.5,German,0.4,32.99,49.9,62.89,45.36,43.71,63.09,55.67,36.08,46.39,67.01,53.61,32.99
qwen2.5,Chinese,0.4,32.77,51.91,65.96,45.74,41.28,62.98,57.45,36.17,44.68,65.96,55.32,34.04
qwen2.5,Hebrew,0.4,40.21,61.04,54.17,33.33,51.15,69.9,46.88,29.17,53.12,70.83,46.88,29.17
qwen2.5,Finnish,0.4,30.32,48.84,66.32,45.26,40.42,61.47,56.84,36.84,44.21,64.21,55.79,35.79
qwen2.5,Afrikaans,0.4,30.82,50.0,69.39,44.9,38.37,60.31,61.22,38.78,40.82,62.24,59.18,37.76
qwen2.5,Tagalog,0.4,30.4,49.8,66.0,45.0,42.2,63.9,55.0,33.0,46.0,69.0,54.0,31.0
qwen2.5,Bulgarian,0.4,34.02,49.9,64.95,47.42,43.4,60.72,55.67,36.08,46.39,64.95,53.61,35.05
qwen2.5,French,0.4,37.26,53.89,56.84,41.05,45.68,64.0,52.63,34.74,48.42,68.42,51.58,31.58
qwen2.5,Russian,0.4,33.74,52.53,63.64,42.42,44.55,62.73,54.55,36.36,46.46,64.65,53.54,35.35
qwen2.5,Estonian,0.4,29.68,48.21,64.21,45.26,41.79,63.16,56.84,36.84,46.32,67.37,53.68,32.63
qwen2.5,Spanish,0.4,33.81,51.34,64.95,45.36,44.12,63.51,54.64,37.11,47.42,67.01,52.58,32.99
qwen2.5,Greek,0.4,30.32,50.11,65.59,41.94,41.61,63.87,58.06,34.41,45.16,67.74,54.84,32.26
qwen2.5,Malay,0.4,32.0,52.21,63.16,41.05,41.89,64.95,56.84,34.74,45.26,68.42,54.74,31.58
qwen2.5,Persian,0.4,37.53,56.49,55.67,36.08,46.8,65.67,51.55,31.96,49.48,68.04,50.52,31.96
qwen2.5,Hungarian,0.4,31.13,49.69,64.95,41.24,42.16,65.98,56.7,34.02,44.33,70.1,55.67,29.9
qwen2.5,Indonesian,0.4,31.3,50.43,66.3,43.48,40.98,62.39,60.87,35.87,43.48,66.3,56.52,33.7
qwen2.5,Vietnamese,0.4,32.63,49.89,62.11,43.16,42.63,63.26,55.79,35.79,46.32,67.37,53.68,32.63
qwen2.5,Italian,0.4,33.05,49.89,65.26,47.37,45.58,63.68,55.79,37.89,50.53,69.47,49.47,30.53
qwen2.5,Arabic,0.4,36.12,56.73,67.35,45.92,45.41,66.53,54.08,33.67,47.96,68.37,52.04,31.63
qwen2.5,Dutch,0.4,33.26,50.95,62.11,44.21,42.0,62.84,55.79,33.68,45.26,66.32,54.74,33.68
qwen2.5,Portuguese,0.4,33.74,51.31,59.6,41.41,42.12,63.94,56.57,35.35,44.44,67.68,55.56,32.32
qwen2.5,English,0.6,28.45,43.3,68.04,56.7,41.55,60.31,56.7,39.18,48.45,68.04,51.55,31.96
qwen2.5,Turkish,0.6,30.41,50.41,71.43,48.98,42.04,65.2,58.16,32.65,44.9,68.37,55.1,31.63
qwen2.5,German,0.6,31.43,51.63,65.31,44.9,43.27,65.41,54.08,32.65,46.94,69.39,53.06,30.61
qwen2.5,Chinese,0.6,32.93,50.1,62.63,44.44,43.84,65.66,56.57,33.33,45.45,69.7,54.55,30.3
qwen2.5,Hebrew,0.6,37.17,54.55,62.63,44.44,50.91,67.58,48.48,32.32,53.54,68.69,46.46,31.31
qwen2.5,Finnish,0.6,29.9,48.04,63.92,44.33,43.2,64.02,54.64,32.99,47.42,68.04,52.58,31.96
qwen2.5,Afrikaans,0.6,31.63,49.18,66.33,44.9,42.55,64.39,56.12,33.67,44.9,68.37,55.1,31.63
qwen2.5,Tagalog,0.6,30.51,48.69,66.67,44.44,44.95,64.95,53.54,32.32,49.49,69.7,50.51,30.3
qwen2.5,Bulgarian,0.6,33.54,49.29,66.67,50.51,46.87,63.94,51.52,36.36,50.51,67.68,49.49,32.32
qwen2.5,French,0.6,31.02,48.78,65.31,42.86,46.73,67.76,53.06,27.55,53.06,75.51,46.94,24.49
qwen2.5,Russian,0.6,31.52,51.11,63.64,42.42,43.84,65.86,54.55,33.33,45.45,68.69,54.55,31.31
qwen2.5,Estonian,0.6,27.88,46.46,68.69,48.48,40.1,62.53,59.6,35.35,45.45,67.68,54.55,32.32
qwen2.5,Spanish,0.6,32.16,52.58,60.82,40.21,43.4,67.22,55.67,30.93,45.36,70.1,54.64,29.9
qwen2.5,Greek,0.6,26.67,47.29,69.79,45.83,41.15,65.42,58.33,32.29,45.83,69.79,54.17,30.21
qwen2.5,Malay,0.6,30.3,49.7,69.7,43.43,43.03,65.45,59.6,33.33,47.47,69.7,52.53,30.3
qwen2.5,Persian,0.6,34.69,54.29,63.27,39.8,46.02,65.41,54.08,33.67,50.0,68.37,50.0,31.63
qwen2.5,Hungarian,0.6,31.31,51.11,62.63,38.38,39.49,65.86,59.6,32.32,41.41,70.71,58.59,29.29
qwen2.5,Indonesian,0.6,33.12,51.04,66.67,46.88,46.56,67.29,52.08,31.25,50.0,70.83,50.0,29.17
qwen2.5,Vietnamese,0.6,29.49,47.07,65.66,46.46,41.21,61.92,59.6,37.37,44.44,65.66,55.56,34.34
qwen2.5,Italian,0.6,32.32,48.08,59.6,44.44,45.35,63.13,52.53,34.34,49.49,66.67,50.51,33.33
qwen2.5,Arabic,0.6,33.33,52.73,64.65,45.45,43.13,63.13,56.57,38.38,45.45,65.66,54.55,34.34
qwen2.5,Dutch,0.6,31.72,49.9,67.68,47.47,42.93,65.86,57.58,34.34,47.47,70.71,52.53,29.29
qwen2.5,Portuguese,0.6,32.45,51.22,63.27,44.9,43.57,66.94,55.1,31.63,45.92,69.39,54.08,30.61
qwen2.5,English,0.8,30.41,46.33,66.33,47.96,46.53,66.94,51.02,30.61,52.04,73.47,47.96,26.53
qwen2.5,Turkish,0.8,30.41,49.18,66.33,42.86,44.8,67.04,55.1,30.61,47.96,71.43,52.04,28.57
qwen2.5,German,0.8,30.2,49.18,73.47,52.04,45.1,66.33,53.06,31.63,48.98,70.41,51.02,29.59
qwen2.5,Chinese,0.8,28.48,47.27,70.71,54.55,43.43,65.86,56.57,33.33,50.51,72.73,49.49,27.27
qwen2.5,Hebrew,0.8,35.1,53.27,60.2,39.8,51.33,67.65,52.04,34.69,56.12,70.41,43.88,29.59
qwen2.5,Finnish,0.8,26.6,42.68,69.07,48.45,43.4,64.74,57.73,34.02,49.48,70.1,50.52,29.9
qwen2.5,Afrikaans,0.8,29.7,49.7,69.7,51.52,40.71,65.15,59.6,34.34,43.43,68.69,56.57,31.31
qwen2.5,Tagalog,0.8,27.0,45.4,68.0,48.0,43.3,65.5,51.0,29.0,49.0,72.0,51.0,28.0
qwen2.5,Bulgarian,0.8,31.4,50.0,63.0,41.0,43.8,63.9,54.0,34.0,48.0,67.0,52.0,33.0
qwen2.5,French,0.8,29.18,49.59,70.41,43.88,45.0,67.24,56.12,30.61,50.0,71.43,50.0,28.57
qwen2.5,Russian,0.8,32.12,50.3,71.72,47.47,46.06,65.96,54.55,33.33,49.49,68.69,50.51,31.31
qwen2.5,Estonian,0.8,27.0,43.6,67.0,54.0,40.4,63.0,59.0,36.0,44.0,68.0,56.0,32.0
qwen2.5,Spanish,0.8,32.93,53.13,67.68,51.52,46.26,68.99,53.54,31.31,50.51,72.73,49.49,27.27
qwen2.5,Greek,0.8,28.54,48.75,70.83,50.0,41.77,66.04,55.21,31.25,45.83,69.79,54.17,30.21
qwen2.5,Malay,0.8,31.2,50.2,69.0,48.0,44.1,67.5,56.0,31.0,47.0,72.0,53.0,28.0
qwen2.5,Persian,0.8,30.0,48.8,66.0,44.0,45.6,66.6,53.0,29.0,50.0,71.0,50.0,29.0
qwen2.5,Hungarian,0.8,28.75,48.75,69.79,46.88,41.98,65.83,54.17,32.29,46.88,68.75,53.12,31.25
qwen2.5,Indonesian,0.8,30.0,46.8,71.0,51.0,45.3,65.3,52.0,32.0,50.0,70.0,50.0,30.0
qwen2.5,Vietnamese,0.8,27.07,45.66,68.69,46.46,43.03,67.78,54.55,29.29,49.49,74.75,50.51,25.25
qwen2.5,Italian,0.8,32.24,50.0,65.31,48.98,46.02,67.04,54.08,32.65,50.0,71.43,50.0,28.57
qwen2.5,Arabic,0.8,29.2,51.4,71.0,48.0,43.9,67.8,57.0,31.0,49.0,71.0,51.0,29.0
qwen2.5,Dutch,0.8,28.28,47.07,73.74,51.52,40.61,64.24,55.56,35.35,44.44,67.68,55.56,32.32
qwen2.5,Portuguese,0.8,31.43,50.82,66.33,44.9,45.51,67.55,54.08,29.59,50.0,71.43,50.0,28.57
qwen2.5,English,1.0,27.55,43.47,68.37,52.04,46.43,66.73,53.06,28.57,54.08,75.51,45.92,24.49
qwen2.5,Turkish,1.0,25.2,46.8,75.0,49.0,40.5,68.1,58.0,29.0,45.0,74.0,55.0,26.0
qwen2.5,German,1.0,25.8,43.8,74.0,59.0,42.8,63.3,58.0,38.0,50.0,68.0,50.0,32.0
qwen2.5,Chinese,1.0,29.49,42.83,66.67,55.56,47.68,64.14,53.54,35.35,53.54,68.69,46.46,31.31
qwen2.5,Hebrew,1.0,30.71,50.91,69.7,50.51,47.98,70.1,50.51,28.28,52.53,73.74,47.47,26.26
qwen2.5,Finnish,1.0,26.4,44.2,69.0,55.0,43.0,63.9,56.0,33.0,50.0,68.0,50.0,32.0
qwen2.5,Afrikaans,1.0,25.6,43.2,74.0,55.0,41.4,63.7,59.0,32.0,47.0,70.0,53.0,30.0
qwen2.5,Tagalog,1.0,26.94,45.51,68.37,50.0,45.51,63.88,53.06,37.76,53.06,67.35,46.94,32.65
qwen2.5,Bulgarian,1.0,24.6,43.0,77.0,60.0,40.6,60.4,63.0,37.0,47.0,65.0,53.0,35.0
qwen2.5,French,1.0,28.0,47.6,70.0,43.0,42.9,66.8,57.0,31.0,47.0,72.0,53.0,28.0
qwen2.5,Russian,1.0,27.88,47.47,73.74,47.47,40.71,63.74,59.6,35.35,43.43,65.66,56.57,34.34
qwen2.5,Estonian,1.0,25.05,41.41,69.7,54.55,39.7,61.21,61.62,35.35,44.44,65.66,55.56,34.34
qwen2.5,Spanish,1.0,27.76,45.71,70.41,54.08,44.29,67.14,53.06,29.59,50.0,73.47,50.0,26.53
qwen2.5,Greek,1.0,24.69,44.9,74.49,54.08,43.37,66.02,53.06,32.65,50.0,70.41,50.0,29.59
qwen2.5,Malay,1.0,27.4,45.2,67.0,48.0,41.4,64.6,57.0,35.0,45.0,69.0,55.0,31.0
qwen2.5,Persian,1.0,28.78,46.73,70.41,50.0,44.8,65.82,54.08,31.63,50.0,70.41,50.0,29.59
qwen2.5,Hungarian,1.0,27.07,45.86,68.69,53.54,41.52,66.77,56.57,30.3,45.45,71.72,54.55,28.28
qwen2.5,Indonesian,1.0,31.02,49.8,62.24,45.92,46.84,67.35,51.02,31.63,52.04,70.41,47.96,29.59
qwen2.5,Vietnamese,1.0,24.6,41.2,75.0,58.0,40.1,62.6,61.0,38.0,46.0,68.0,54.0,32.0
qwen2.5,Italian,1.0,27.68,46.67,67.68,45.45,43.23,67.27,56.57,32.32,48.48,73.74,51.52,26.26
qwen2.5,Arabic,1.0,30.51,48.48,72.73,54.55,45.15,67.78,54.55,32.32,50.51,72.73,49.49,27.27
qwen2.5,Dutch,1.0,30.8,48.6,69.0,48.0,46.7,68.2,52.0,29.0,52.0,74.0,48.0,26.0
qwen2.5,Portuguese,1.0,29.4,47.0,73.0,54.0,45.4,65.1,52.0,37.0,52.0,70.0,48.0,30.0
starcoder2,German,0.0,2.67,4.0,86.67,80.0,8.0,12.0,86.67,80.0,13.33,20.0,86.67,80.0
starcoder2,Hungarian,0.0,3.33,6.67,83.33,66.67,10.0,20.0,83.33,66.67,16.67,33.33,83.33,66.67
starcoder2,Vietnamese,0.0,1.67,5.0,91.67,75.0,5.0,15.0,91.67,75.0,8.33,25.0,91.67,75.0
starcoder2,Malay,0.0,3.08,3.08,84.62,84.62,9.23,9.23,84.62,84.62,15.38,15.38,84.62,84.62
starcoder2,Estonian,0.0,0.0,1.25,100.0,93.75,0.0,3.75,100.0,93.75,0.0,6.25,100.0,93.75
