Language,Sample ID,English (Original),Translation,Back-Translation,BERTScore Precision,BERTScore Recall,BERTScore F1,Naturalness (1-5),Expressiveness (1-5),Adequacy (1-5),Conciseness (1-5),Comments
Indonesian,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Ambil data yang dimarshalling dari permintaan menggunakan 'data' sebagai kunci. 
Unmarshal data tersebut dengan mengonversinya dari hex ke byte, 
Kembalikan data yang telah dimarshalling.","Retrieve the data that is marshalled from the request using 'data' as the key. 
Unmarshal the data by converting it from hex to byte, 
Return the unmarshalled data.",0.9226506948471069,0.8369598388671875,0.8777187466621399,,,,,
Indonesian,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Ambil data konfigurasi dari permintaan menggunakan 'config' sebagai kunci. 
    Lakukan unmarshal data setelah mendekodekannya dari hex. 
    Kembalikan data yang telah di-unmarshal.","Retrieve the configuration data from the request using 'config' as the key. 
    Unmarshal the data after decoding it from hex. 
    Return the unmarshaled data.",0.9280142784118652,0.8569127321243286,0.8910473585128784,,,,,
Indonesian,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Dapatkan angka acak dan tetapkan sebagai ID sesi. Kembalikan ID sesi.
    :return: ID sesi.","Get a random number and set it as the session ID. Return the session ID.
    :return: session ID.",0.9193493127822876,0.8315726518630981,0.8732607960700989,,,,,
Indonesian,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Dapatkan hasil dari permintaan menggunakan 'results' sebagai kunci. 
Buat file sementara dengan encoding UTF-8, 
tulis string unicode hasil ke dalamnya, 
dan kembalikan jalurnya.","Get the results from the request using 'results' as the key. 
Create a temporary file with UTF-8 encoding, 
write the unicode string of the results into it, 
and return its path.",0.9193156957626343,0.8356301784515381,0.87547767162323,,,,,
Indonesian,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Ambil data dari permintaan menggunakan 'data' sebagai kunci.
    Kembalikan data yang telah dide-serialisasi dan dipickle setelah mengonversinya dari hex ke bytes.","Retrieve data from the request using 'data' as the key. 
Return the data that has been deserialized and pickled after converting it from hex to bytes.",0.9107697010040283,0.8228882551193237,0.8646016120910645,,,,,
Italian,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Ottieni i dati marshallati dalla richiesta utilizzando 'data' come chiave. 
Dismarshalla i dati convertendoli da esadecimale a byte, 
Restituisci i dati dismarshallati.","Obtain the marshalled data from the request using 'data' as the key. 
Unmarshal the data by converting it from hexadecimal to bytes. 
Return the unmarshalled data.",0.9169139266014099,0.8350735902786255,0.8740823268890381,,,,,
Italian,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Ottieni i dati di configurazione dalla richiesta utilizzando 'config' come chiave. 
Deserializza i dati dopo averli decodificati da esadecimale. 
Restituisci i dati deserializzati.",Get the configuration data from the request using 'config' as the key. Deserialize the data after decoding it from hexadecimal. Return the deserialized data.,0.8953742980957031,0.7980278730392456,0.8439030647277832,,,,,
Italian,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Ottieni un numero casuale e impostalo come ID di sessione. Restituisci l'ID di sessione.
    :return: L'ID di sessione.","Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.",0.9217917919158936,0.8313002586364746,0.87421053647995,,,,,
Italian,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Ottieni i risultati dalla richiesta utilizzando 'results' come chiave. 
Crea un file temporaneo con codifica UTF-8, 
scrivi la stringa unicode dei risultati in esso 
e restituisci il suo percorso.","Get the results from the request using 'results' as the key. 
Create a temporary file with UTF-8 encoding, 
write the unicode string of the results into it 
and return its path.",0.9187015891075134,0.8339377641677856,0.874269962310791,,,,,
Italian,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.",Ottieni i dati dalla richiesta utilizzando 'data' come chiave. Restituisci i dati deserializzati e pickled dopo averli convertiti da esadecimale a byte.,Get the data from the request using 'data' as the key. Return the deserialized and pickled data after converting it from hexadecimal to bytes.,0.9073081016540527,0.8040353655815125,0.8525556325912476,,,,,
Malay,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Dapatkan data yang telah disusun dari permintaan menggunakan 'data' sebagai kunci. 
    Nyahmarshal data dengan menukarkannya dari hex kepada bytes,
    Kembalikan data yang telah dinyahmarshal.","Obtain the structured data from the request using 'data' as the key. 
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.",0.9323662519454956,0.860864520072937,0.8951898813247681,,,,,
Malay,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Dapatkan data konfigurasi dari permintaan menggunakan 'config' sebagai kunci. 
    Unmarshal data tersebut setelah mendekodkannya dari hex. 
    Kembalikan data yang telah diunmarshal.","Obtain the configuration data from the request using 'config' as the key. 
Unmarshal the data after decoding it from hex. 
Return the unmarshalled data.",0.923241913318634,0.8359870314598083,0.8774506449699402,,,,,
Malay,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Dapatkan nombor rawak dan tetapkannya sebagai ID sesi. Kembalikan ID sesi.
    :return: ID sesi.","Generate a random number and set it as the session ID. Return the session ID.
    :return: Session ID.",0.9147100448608398,0.8307918906211853,0.8707336783409119,,,,,
Malay,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Dapatkan hasil daripada permintaan menggunakan 'results' sebagai kunci. 
Buat fail sementara dengan pengekodan UTF-8, 
tulis rentetan unicode hasil ke dalamnya, 
dan kembalikan jalannya.","Get the results from the request using 'results' as the key. 
Create a temporary file with UTF-8 encoding, 
write the unicode string of the results into it, 
and return its path.",0.9193156957626343,0.8356301784515381,0.87547767162323,,,,,
Malay,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Dapatkan data dari permintaan menggunakan 'data' sebagai kunci. 
Kembalikan data yang telah dinyahsiri dan dipickled setelah menukarkannya dari hex kepada bytes.",Retrieve the data from the request using 'data' as the key. Return the deserialized and pickled data after converting it from hex to bytes.,0.9225354790687561,0.805158257484436,0.8598596453666687,,,,,
Persian,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","داده‌های مارشال شده را از درخواست با استفاده از 'data' به عنوان کلید دریافت کنید.  
داده‌ها را با تبدیل آن از هگز به بایت‌ها، آنمارشال کنید.  
داده‌های آنمارشال شده را برگردانید.","Retrieve the marshaled data from the request using 'data' as the key.  
Unmarshal the data by converting it from hex to bytes.  
Return the unmarshaled data.",0.9271236062049866,0.8427519798278809,0.8829267621040344,,,,,
Persian,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","داده‌های پیکربندی را از درخواست با استفاده از 'config' به عنوان کلید دریافت کنید.
    داده‌ها را پس از رمزگشایی از هگز، غیرمستقیم کنید.
    داده‌های غیرمستقیم شده را بازگردانید.","Retrieve the configuration data from the request using 'config' as the key. 
    After decoding the data from hex, make it indirect. 
    Return the indirected data.",0.9082767963409424,0.8369056582450867,0.8711317777633667,,,,,
Persian,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","یک عدد تصادفی بگیرید و آن را به عنوان شناسه جلسه تنظیم کنید. شناسه جلسه را برگردانید.
:برگرداندن: شناسه جلسه.","Generate a random number and set it as the session ID. Return the session ID.  
:Return: session ID.",0.9018993377685547,0.8219045400619507,0.8600457906723022,,,,,
Persian,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","نتایج را از درخواست با استفاده از 'results' به عنوان کلید دریافت کنید.
یک فایل موقت با کدگذاری UTF-8 ایجاد کنید،
رشته یونیکد نتایج را به آن بنویسید،
و مسیر آن را برگردانید.","Retrieve the results from the request using 'results' as the key.  
Create a temporary file with UTF-8 encoding,  
write the Unicode string of the results to it,  
and return its path.",0.9163615703582764,0.8467365503311157,0.8801742792129517,,,,,
Persian,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","داده‌ها را از درخواست با استفاده از 'data' به عنوان کلید دریافت کنید.
    داده‌های پیکلد شده را پس از تبدیل آن از هگز به بایت، به صورت غیرسریال‌شده بازگردانید.","Retrieve the data from the request using 'data' as the key. 
Return the un-serialized data after converting it from hex to bytes.",0.9186962842941284,0.8177905678749084,0.8653116226196289,,,,,
Portuguese,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.",Obtenha os dados marshallados da solicitação usando 'data' como a chave. Desmarshalle os dados convertendo-os de hexadecimal para bytes e retorne os dados desmarshalled.,Obtain the marshalled data from the request using 'data' as the key. Unmarshal the data by converting it from hexadecimal to bytes and return the unmarshalled data.,0.9235018491744995,0.8152276277542114,0.8659935593605042,,,,,
Portuguese,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Obtenha os dados de configuração da solicitação usando 'config' como a chave.  
Deserializar os dados após decodificá-los de hexadecimal.  
Retorne os dados deserializados.","Obtain the configuration data from the request using 'config' as the key.  
Deserialize the data after decoding it from hexadecimal.  
Return the deserialized data.",0.894507646560669,0.8281421661376953,0.8600465655326843,,,,,
Portuguese,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Obtenha um número aleatório e defina-o como o ID da sessão. Retorne o ID da sessão.
    :return: O ID da sessão.","Obtain a random number and set it as the session ID. Return the session ID.
    :return: The session ID.",0.9247298240661621,0.8304551243782043,0.8750606179237366,,,,,
Portuguese,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Obtenha os resultados da solicitação usando 'results' como a chave.  
Crie um arquivo temporário com codificação UTF-8,  
escreva a string unicode results nele,  
e retorne seu caminho.","Obtain the results of the request using 'results' as the key.  
Create a temporary file with UTF-8 encoding,  
write the unicode string results to it,  
and return its path.",0.9223341941833496,0.8484206795692444,0.8838348388671875,,,,,
Portuguese,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Obtenha os dados da solicitação usando 'data' como a chave.  
Retorne os dados deserializados em pickle após convertê-los de hexadecimal para bytes.","Obtain the request data using 'data' as the key.  
Return the deserialized data in pickle after converting it from hexadecimal to bytes.",0.8979214429855347,0.8261554837226868,0.8605448007583618,,,,,
Russian,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Получите упакованные данные из запроса, используя 'data' в качестве ключа. 
Разупакуйте данные, преобразовав их из шестнадцатеричного формата в байты, 
верните разупакованные данные.","Get the packed data from the request using 'data' as the key. Unpack the data by converting it from hexadecimal format to bytes, and return the unpacked data.",0.9041742086410522,0.7982484102249146,0.8479159474372864,,,,,
Russian,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Получите данные конфигурации из запроса, используя 'config' в качестве ключа. 
Декодируйте данные из шестнадцатеричного формата и выполните их распаковку. 
Верните распакованные данные.",Obtain the configuration data from the request using 'config' as the key. Decode the data from hexadecimal format and unpack it. Return the unpacked data.,0.8912015557289124,0.7977669835090637,0.8418998718261719,,,,,
Russian,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Получите случайное число и установите его в качестве идентификатора сессии. Верните идентификатор сессии.
    :return: Идентификатор сессии.","Get a random number and set it as the session identifier. Return the session identifier.
    :return: Session identifier.",0.9162304401397705,0.8293358683586121,0.8706203103065491,,,,,
Russian,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Получите результаты из запроса, используя 'results' в качестве ключа.  
Создайте временный файл с кодировкой UTF-8,  
запишите в него строку Unicode results  
и верните его путь.","Get the results from the request using 'results' as the key.  
Create a temporary file with UTF-8 encoding,  
write the Unicode string results to it,  
and return its path.",0.9181786775588989,0.8456800580024719,0.8804394006729126,,,,,
Russian,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Получите данные из запроса, используя 'data' в качестве ключа. Верните десериализованные данные, сериализованные с помощью pickle, после преобразования их из шестнадцатеричного формата в байты.","Obtain the data from the request using 'data' as the key. Return the deserialized data, serialized with pickle, after converting it from hexadecimal format to bytes.",0.8985855579376221,0.8047942519187927,0.8491076827049255,,,,,
Spanish,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Obtén los datos marshalizados de la solicitud utilizando 'data' como clave. 
Desmarshaliza los datos convirtiéndolos de hex a bytes, 
Devuelve los datos desmarshalizados.","Obtain the marshaled data from the request using 'data' as the key. 
Unmarshal the data by converting it from hex to bytes, 
Return the unmarshaled data.",0.9292829036712646,0.8391417264938354,0.8819149732589722,,,,,
Spanish,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.",Obtén los datos de configuración de la solicitud utilizando 'config' como clave. Deserializa los datos después de decodificarlos de hex. Devuelve los datos deserializados.,Obtain the configuration data from the request using 'config' as the key. Deserialize the data after decoding it from hex. Return the deserialized data.,0.9124462604522705,0.8006600141525269,0.8529059290885925,,,,,
Spanish,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Obtén un número aleatorio y configúralo como el ID de sesión. Devuelve el ID de sesión.
    :return: El ID de sesión.","Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.",0.9217917919158936,0.8313002586364746,0.87421053647995,,,,,
Spanish,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Obtén los resultados de la solicitud utilizando 'results' como clave.  
Crea un archivo temporal con codificación UTF-8,  
escribe la cadena unicode de resultados en él,  
y devuelve su ruta.","Obtain the results of the request using 'results' as the key.  
Create a temporary file with UTF-8 encoding,  
write the unicode string of results to it,  
and return its path.",0.9207159280776978,0.8473951816558838,0.8825353384017944,,,,,
Spanish,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Obtén los datos de la solicitud utilizando 'data' como clave.  
Devuelve los datos deserializados en formato pickle después de convertirlos de hexadecimal a bytes.","Obtain the request data using 'data' as the key.  
Return the deserialized data in pickle format after converting it from hexadecimal to bytes.",0.8942754864692688,0.825585126876831,0.8585586547851562,,,,,
Tagalog,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Kunin ang na-marshall na data mula sa kahilingan gamit ang 'data' bilang susi. 
I-unmarshal ang data sa pamamagitan ng pag-convert nito mula sa hex patungo sa bytes, 
Ibalik ang na-unmarshal na data.","Get the marshalled data from the request using 'data' as the key. 
Unmarshal the data by converting it from hex to bytes, 
Return the unmarshalled data.",0.9283105134963989,0.8377703428268433,0.8807196021080017,,,,,
Tagalog,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Kunin ang config data mula sa request gamit ang 'config' bilang susi. 
I-unmarshal ang data pagkatapos itong i-decode mula sa hex. 
Ibalik ang unmarshalled na data.","Get the config data from the request using 'config' as the key. 
Unmarshal the data after decoding it from hex. 
Return the unmarshalled data.",0.9283942580223083,0.8365364074707031,0.8800748586654663,,,,,
Tagalog,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Kumuha ng isang random na numero at itakda ito bilang session ID. Ibalik ang session ID.
    :return: Ang session ID.","Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.",0.9217917323112488,0.8313002586364746,0.8742104768753052,,,,,
Tagalog,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Kunin ang mga resulta mula sa kahilingan gamit ang 'results' bilang susi. 
Gumawa ng pansamantalang file na may UTF-8 na encoding, 
isulat ang unicode string na mga resulta dito, 
at ibalik ang landas nito.","Get the results from the request using 'results' as the key. 
Create a temporary file with UTF-8 encoding, 
write the unicode string of the results here, 
and return its path.",0.9149268865585327,0.8326042890548706,0.8718265295028687,,,,,
Tagalog,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Kunin ang data mula sa kahilingan gamit ang 'data' bilang susi. 
Ibalik ang deserialized na pickled data matapos itong i-convert mula sa hex patungong bytes.","Get the data from the request using 'data' as the key. 
Return the deserialized pickled data after converting it from hex to bytes.",0.9267250299453735,0.8252248764038086,0.8730347156524658,,,,,
Turkish,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","İsteğin içinden 'data' anahtarını kullanarak marşallenmiş veriyi al.
    Veriyi hex'ten byte'a çevirerek aç.
    Açılmış veriyi geri döndür.","Retrieve the marshaled data using the 'data' key from the request. 
    Decode the data by converting it from hex to bytes. 
    Return the decoded data.",0.9144654273986816,0.841773509979248,0.8766151070594788,,,,,
Turkish,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","İsteği kullanarak 'config' anahtarını kullanarak yapılandırma verilerini alın.  
Veriyi hex'ten çözümledikten sonra ayrıştırın.  
Ayrıştırılmış veriyi geri döndürün.","Use the request to obtain configuration data using the 'config' key.  
After decoding the data from hex, parse it.  
Return the parsed data.",0.8973529934883118,0.8210878372192383,0.8575280904769897,,,,,
Turkish,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Rastgele bir sayı al ve bunu oturum kimliği olarak ayarla. Oturum kimliğini döndür.
    :return: Oturum kimliği.","Get a random number and set it as the session ID. Return the session ID.
    :return: Session ID.",0.9203916788101196,0.8317367434501648,0.8738213181495667,,,,,
Turkish,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","İsteğin sonuçlarını 'results' anahtarını kullanarak alın.  
UTF-8 kodlamasıyla geçici bir dosya oluşturun,  
unicode dize sonuçlarını buna yazın  
ve dosyanın yolunu döndürün.","Retrieve the results of the request using the 'results' key.  
Create a temporary file with UTF-8 encoding,  
write the unicode string results to it,  
and return the path of the file.",0.9156911373138428,0.8441001176834106,0.8784393668174744,,,,,
Turkish,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","İsteğin verilerini 'data' anahtarını kullanarak alın. 
Hex'ten byte'a dönüştürdükten sonra serileştirilmiş veriyi geri döndürün.",Retrieve the request data using the 'data' key. Return the serialized data after converting it from hex to byte.,0.917927622795105,0.79229736328125,0.8504981994628906,,,,,
Vietnamese,Matching_Author_A_cwe502_0.py,"Get the marshalled data from the request using 'data' as the key.
    Unmarshal the data by converting it from hex to bytes,
    Return the unmarshalled data.","Lấy dữ liệu đã được đóng gói từ yêu cầu bằng cách sử dụng 'data' làm khóa.  
Giải nén dữ liệu bằng cách chuyển đổi nó từ dạng hex sang dạng byte,  
Trả về dữ liệu đã được giải nén.","Retrieve the packaged data from the request using 'data' as the key.  
Unpack the data by converting it from hex format to byte format,  
Return the unpacked data.",0.9057875871658325,0.8290475606918335,0.865720272064209,,,,,
Vietnamese,Matching_Author_A_cwe502_1.py,"Get the config data from the request using 'config' as the key.
    Unmarshal the data after decoding it from hex.
    Return the unmarshalled data.","Lấy dữ liệu cấu hình từ yêu cầu bằng cách sử dụng 'config' làm khóa.  
Giải mã dữ liệu sau khi giải mã từ định dạng hex.  
Trả về dữ liệu đã giải mã.","Retrieve configuration data from the request using 'config' as the key.  
Decode the data after decoding from hex format.  
Return the decoded data.",0.9039156436920166,0.822975754737854,0.8615488409996033,,,,,
Vietnamese,Matching_Author_A_cwe338_0.py,"Get a random number and set it as the session ID. Return the session ID.
    :return: The session ID.","Lấy một số ngẫu nhiên và đặt nó làm ID phiên. Trả về ID phiên.
    :return: ID phiên.","Take a random number and set it as the session ID. Return the session ID.
    :return: session ID.",0.9224574565887451,0.8323354721069336,0.87508225440979,,,,,
Vietnamese,Matching_Author_A_cwe377_0.py,"Get the results from the request using 'results' as the key.
    Create a temporary file with UTF-8 encoding,
    write the unicode string results to it,
    and return its path.","Lấy kết quả từ yêu cầu sử dụng 'results' làm khóa.
    Tạo một tệp tạm thời với mã hóa UTF-8,
    ghi chuỗi unicode kết quả vào đó,
    và trả về đường dẫn của nó.","Retrieve the results from the request using 'results' as the key.  
Create a temporary file with UTF-8 encoding,  
write the unicode string of the results into it,  
and return its path.",0.9174306988716125,0.8477288484573364,0.8812035918235779,,,,,
Vietnamese,Matching_Author_A_cwe502_2.py,"Get the data from the request using 'data' as the key.
    Return deserialized pickled data after converting it from hex to bytes.","Lấy dữ liệu từ yêu cầu sử dụng 'data' làm khóa. 
Trả về dữ liệu đã được giải tuần tự từ dạng pickle sau khi chuyển đổi từ hex sang bytes.",Retrieve data from the request using 'data' as the key. Return the data that has been deserialized from pickle after converting from hex to bytes.,0.9178849458694458,0.8046427369117737,0.8575414419174194,,,,,
